data ; tMin ; tMin Estimada ; tMed ; tMed Estimada ; tMax ; tMax Estimada ; precipitacao ; precipitacao Estimada ; estiagem* ; estiagemAgricola* ; urMin ; urMin Estimada ; urMax ; urMax Estimada ; evapotranspiracaoPotencial ; radiacaoSolar ; velocidadeVento ; direcaoVento ; horarioVento ; pontoOrvalhoMinimo ; pontoOrvalhoMaximo ; pressaoAtmMinima ; pressaoAtmMaxima ; evapotranspiracaoReal* ; disponibilidadeAguaSolo*
25/07/2018;15,0;sim;20,5;sim;26,0;sim;0,0;sim;48;67;65,0;não;;não;2,67;;;;;;67,0;0,0;0,0;;
24/07/2018;16,0;sim;21,5;sim;27,0;sim;0,0;sim;47;66;59,0;não;;não;2,86;;;;;0,0;73,0;0,0;;;
23/07/2018;17,0;sim;22,5;sim;28,0;sim;0,0;sim;46;65;58,0;não;;não;3,06;;;;;;60,0;0,0;0,0;;
22/07/2018;13,0;sim;19,5;sim;26,0;sim;0,18;sim;45;64;;não;;não;2,85;;;;;;;;;;
21/07/2018;17,0;sim;23,0;sim;29,0;sim;0,0;sim;44;63;61,0;não;;não;3,37;;;;;1,0;67,0;0,0;0,0;;
20/07/2018;17,0;sim;23,5;sim;30,0;sim;0,0;sim;43;62;61,0;não;;não;3,7;;;;;;72,0;0,0;1,0;;
19/07/2018;19,0;sim;23,5;sim;28,0;sim;0,0;sim;42;61;60,0;não;;não;2,84;;;;;;70,0;0,0;1,0;;
18/07/2018;16,0;sim;21,5;sim;27,0;sim;0,0;sim;41;60;59,0;não;;não;2,84;;;;;;72,0;0,0;0,0;;
17/07/2018;15,0;sim;21,5;sim;28,0;sim;0,0;sim;40;59;49,0;não;;não;3,25;;;;;1,0;60,0;0,0;0,0;;
16/07/2018;15,0;sim;21,5;sim;28,0;sim;0,0;sim;39;58;53,0;não;;não;3,24;;;;;1,0;59,0;0,0;1,0;;
15/07/2018;14,0;sim;21,0;sim;28,0;sim;0,0;sim;38;57;;não;;não;3,35;;;;;;;;;;
14/07/2018;13,0;sim;20,0;sim;27,0;sim;0,0;sim;37;56;45,0;não;;não;3,13;;;;;0,0;61,0;0,0;0,0;;
13/07/2018;10,0;sim;17,5;sim;25,0;sim;0,0;sim;36;55;55,0;não;;não;2,82;;;;;1,0;70,0;0,0;0,0;;
12/07/2018;9,0;sim;15,5;sim;22,0;sim;0,03;sim;35;54;72,0;não;;não;2,1;;;;;1,0;71,0;0,0;1,0;;
11/07/2018;9,0;sim;14,5;sim;20,0;sim;0,58;sim;34;53;67,0;não;;não;1,63;;;;;;63,0;0,0;;;
10/07/2018;12,0;sim;15,5;sim;19,0;sim;0,65;sim;33;52;92,0;não;;não;1,23;;;;;;63,0;0,0;;;
09/07/2018;11,0;sim;18,5;sim;26,0;sim;0,0;sim;32;51;63,0;não;;não;3,01;;;;;0,0;69,0;0,0;;;
08/07/2018;13,0;sim;20,0;sim;27,0;sim;0,0;sim;31;50;;não;;não;3,11;;;;;;;;;;
07/07/2018;16,0;sim;22,0;sim;28,0;sim;0,0;sim;30;49;55,0;não;;não;3,11;;;;;;68,0;0,0;0,0;;
06/07/2018;15,0;sim;21,5;sim;28,0;sim;0,0;sim;29;48;65,0;não;;não;3,21;;;;;1,0;67,0;0,0;0,0;;
05/07/2018;13,0;sim;20,0;sim;27,0;sim;0,0;sim;28;47;57,0;não;;não;3,1;;;;;;70,0;0,0;1,0;;
04/07/2018;16,0;sim;22,0;sim;28,0;sim;0,0;sim;27;46;66,0;não;;não;3,1;;;;;1,0;71,0;0,0;0,0;;
03/07/2018;13,0;sim;20,5;sim;28,0;sim;0,0;sim;26;45;59,0;não;;não;3,42;;;;;0,0;67,0;0,0;1,0;;
02/07/2018;17,0;sim;22,5;sim;28,0;sim;0,0;sim;25;44;55,0;não;;não;3,0;;;;;1,0;69,0;0,0;0,0;;
01/07/2018;16,0;sim;21,5;sim;27,0;sim;0,0;sim;24;43;;não;;não;2,8;;;;;;;;;;
30/06/2018;16,0;sim;21,5;sim;27,0;sim;0,0;sim;23;42;;não;;não;2,8;;;;;;70,0;;0,0;;
29/06/2018;16,0;sim;21,5;sim;27,0;sim;0,0;sim;22;41;55,0;não;;não;2,8;;;;;;66,0;0,0;1,0;;
28/06/2018;13,0;sim;20,0;sim;27,0;sim;0,0;sim;21;40;58,0;não;;não;3,09;;;;;1,0;63,0;0,0;1,0;;
27/06/2018;12,0;sim;19,5;sim;27,0;sim;0,0;sim;20;39;48,0;não;14,0;não;3,2;;;;;;67,0;0,0;1,0;;
26/06/2018;12,0;sim;20,0;sim;28,0;sim;0,0;sim;19;38;44,0;não;;não;3,52;;;;;1,0;66,0;0,0;0,0;;
25/06/2018;16,0;sim;21,5;sim;27,0;sim;0,0;sim;18;37;51,0;não;;não;2,79;;;;;;62,0;0,0;1,0;;
24/06/2018;17,0;sim;22,0;sim;27,0;sim;0,0;sim;17;36;;não;;não;2,7;;;;;;;;;;
23/06/2018;16,0;sim;21,5;sim;27,0;sim;0,0;sim;16;35;;não;;não;2,79;;;;;;49,0;;0,0;;
22/06/2018;13,0;sim;19,5;sim;26,0;sim;0,0;sim;15;34;65,0;não;;não;2,79;;;;;1,0;67,0;0,0;0,0;;
21/06/2018;15,0;sim;20,5;sim;26,0;sim;0,0;sim;14;33;61,0;não;;não;2,6;;;;;1,0;76,0;0,0;0,0;;
20/06/2018;15,0;sim;20,0;sim;25,0;sim;0,0;sim;13;32;71,0;não;;não;2,33;;;;;;81,0;0,0;1,0;;
19/06/2018;15,0;sim;20,0;sim;25,0;sim;0,0;sim;12;31;76,0;não;;não;2,33;;8,0;;;;80,0;0,0;0,0;;
18/06/2018;15,0;sim;19,0;sim;23,0;sim;0,0;sim;11;30;87,0;não;;não;1,84;;;;;1,0;81,0;0,0;0,0;;
17/06/2018;15,0;sim;19,5;sim;24,0;sim;0,0;sim;10;29;;não;;não;2,08;;;;;;;;;;
16/06/2018;16,0;sim;20,0;sim;24,0;sim;0,0;sim;9;28;91,0;não;;não;1,99;;;;;1,0;84,0;0,0;;;
15/06/2018;17,0;sim;20,5;sim;24,0;sim;0,0;sim;8;27;79,0;não;;não;1,92;;;;;1,0;86,0;0,0;;;
14/06/2018;18,0;sim;21,5;sim;25,0;sim;0,0;sim;7;26;88,0;não;;não;2,08;;;;;1,0;86,0;0,0;1,0;;
13/06/2018;18,0;sim;22,5;sim;27,0;sim;0,28;sim;6;25;87,0;não;;não;2,61;;;;;1,0;;0,0;;;
12/06/2018;19,0;sim;24,0;sim;29,0;sim;0,5;sim;5;24;67,0;não;;não;3,1;;;;;;77,0;0,0;0,0;;
11/06/2018;15,0;sim;21,5;sim;28,0;sim;0,7;sim;4;23;83,0;não;;não;3,2;;;;;1,0;84,0;0,0;0,0;;
10/06/2018;19,0;sim;23,0;sim;27,0;sim;0,2;sim;3;22;;não;;não;2,52;;;;;;;;;;
09/06/2018;14,0;sim;20,0;sim;26,0;sim;0,83;sim;2;21;70,0;não;;não;2,71;;;;;;87,0;0,0;1,0;;
08/06/2018;13,0;sim;17,5;sim;22,0;sim;0,13;sim;1;20;86,0;não;14,0;não;1,77;;0,0;;;1,0;91,0;0,0;0,0;;
07/06/2018;15,0;sim;19,5;sim;24,0;sim;2,7;sim;0;19;88,0;não;;não;2,09;;;;;1,0;;0,0;;;
06/06/2018;16,0;sim;20,5;sim;25,0;sim;0,0;sim;3;18;96,0;não;;não;2,26;;;;;0,0;93,0;;0,0;;
05/06/2018;14,0;sim;19,0;sim;24,0;sim;0,05;sim;2;17;83,0;não;15,0;não;2,17;;;;;1,0;86,0;0,0;1,0;;
04/06/2018;14,0;sim;19,0;sim;24,0;sim;0,18;sim;1;16;82,0;não;;não;2,17;;;;;1,0;79,0;0,0;1,0;;
03/06/2018;17,0;sim;21,0;sim;25,0;sim;1,35;sim;0;15;;não;;não;2,18;;;;;;;;;;
02/06/2018;16,0;sim;21,5;sim;27,0;sim;0,03;sim;14;14;53,0;não;;não;2,82;;;;;1,0;78,0;0,0;0,0;;
01/06/2018;15,0;sim;20,5;sim;26,0;sim;0,0;sim;13;13;52,0;não;;não;2,63;;;;;;;0,0;;;
31/05/2018;14,0;sim;19,5;sim;25,0;sim;0,0;sim;12;12;;não;;não;2,45;;;;;;;;;;
30/05/2018;14,0;sim;19,5;sim;25,0;sim;0,0;sim;11;11;;não;;não;2,45;;;;;;;;;;
29/05/2018;14,0;sim;19,5;sim;25,0;sim;0,0;sim;10;10;66,0;não;;não;2,45;;;;;;75,0;0,0;1,0;;
28/05/2018;11,0;sim;17,0;sim;23,0;sim;0,0;sim;9;9;71,0;não;;não;2,19;;;;;;75,0;0,0;0,0;;
27/05/2018;14,0;sim;19,5;sim;25,0;sim;0,0;sim;8;8;;não;;não;2,46;;;;;;;;;;
26/05/2018;14,0;sim;19,5;sim;25,0;sim;0,0;sim;7;7;68,0;não;;não;2,46;;;;;;73,0;0,0;1,0;;
25/05/2018;15,0;sim;20,5;sim;26,0;sim;0,0;sim;6;6;72,0;não;;não;2,65;;;;;1,0;73,0;0,0;1,0;;
24/05/2018;13,0;sim;19,0;sim;25,0;sim;0,0;sim;5;5;62,0;não;;não;2,56;;;;;1,0;;0,0;;;
23/05/2018;12,0;sim;18,0;sim;24,0;sim;0,0;sim;4;4;62,0;não;;não;2,38;;;;;1,0;60,0;0,0;;;
22/05/2018;10,0;sim;16,5;sim;23,0;sim;0,0;sim;3;3;63,0;não;;não;2,29;;;;;1,0;80,0;0,0;0,0;;
21/05/2018;8,0;sim;14,5;sim;21,0;sim;0,0;sim;2;2;55,0;não;;não;1,96;;;;;1,0;84,0;0,0;0,0;;
20/05/2018;10,0;sim;14,5;sim;19,0;sim;0,03;sim;1;1;;não;;não;1,38;;;;;;;;;;
19/05/2018;18,0;sim;21,0;sim;24,0;sim;21,68;sim;0;0;;não;;não;1,89;;;;;;88,0;;;;
18/05/2018;17,0;sim;22,5;sim;28,0;sim;0,0;sim;28;57;79,0;não;18,0;não;3,07;;;;;1,0;78,0;0,0;1,0;;
17/05/2018;17,0;sim;22,5;sim;28,0;sim;0,23;sim;27;56;81,0;não;;não;3,08;;;;;1,0;80,0;0,0;1,0;;
16/05/2018;17,0;sim;22,5;sim;28,0;sim;0,0;sim;26;55;86,0;não;;não;3,08;;;;;0,0;91,0;;0,0;;
15/05/2018;18,0;sim;22,5;sim;27,0;sim;0,08;sim;25;54;86,0;não;;não;2,69;;;;;;82,0;;1,0;;
14/05/2018;16,0;sim;22,0;sim;28,0;sim;0,0;sim;24;53;75,0;não;;não;3,2;;;;;;;0,0;;;
13/05/2018;16,0;sim;21,0;sim;26,0;sim;0,15;sim;23;52;;não;;não;2,6;;;;;;;;;;
12/05/2018;17,0;sim;21,5;sim;26,0;sim;0,0;sim;22;51;79,0;não;;não;2,51;;;;;0,0;86,0;0,0;0,0;;
11/05/2018;16,0;sim;21,5;sim;27,0;sim;0,1;sim;21;50;63,0;não;;não;2,9;;;;;1,0;73,0;0,0;1,0;;
10/05/2018;15,0;sim;20,5;sim;26,0;sim;0,03;sim;20;49;63,0;não;;não;2,71;;;;;;83,0;0,0;1,0;;
09/05/2018;16,0;sim;21,5;sim;27,0;sim;0,0;sim;19;48;72,0;não;;não;2,91;;;;;1,0;;0,0;;;
08/05/2018;17,0;sim;22,0;sim;27,0;sim;0,0;sim;18;47;74,0;não;16,0;não;2,82;;;;;1,0;73,0;0,0;1,0;;
07/05/2018;17,0;sim;22,0;sim;27,0;sim;0,0;sim;17;46;73,0;não;;não;2,82;;;;;1,0;73,0;0,0;;;
06/05/2018;18,0;sim;23,5;sim;29,0;sim;0,15;sim;16;45;;não;;não;3,35;;;;;;;;;;
05/05/2018;19,0;sim;24,0;sim;29,0;sim;0,0;sim;15;44;58,0;não;;não;3,25;;9,0;;;;70,0;0,0;0,0;;
04/05/2018;16,0;sim;22,0;sim;28,0;sim;0,0;sim;14;43;51,0;não;;não;3,25;;9,0;;;;62,0;0,0;0,0;;
03/05/2018;17,0;sim;22,5;sim;28,0;sim;0,0;sim;13;42;53,0;não;;não;3,15;;;;;;;0,0;;;
02/05/2018;15,0;sim;22,0;sim;29,0;sim;0,0;sim;12;41;58,0;não;;não;3,71;;;;;;70,0;0,0;0,0;;
01/05/2018;19,0;sim;24,5;sim;30,0;sim;0,0;sim;11;40;59,0;não;;não;3,61;;;;;0,0;72,0;0,0;1,0;;
30/04/2018;18,0;sim;22,5;sim;27,0;sim;0,0;sim;10;39;56,0;não;;não;2,76;;;;;1,0;75,0;0,0;0,0;;
29/04/2018;18,0;sim;22,5;sim;27,0;sim;0,0;sim;9;38;;não;;não;2,76;;;;;;;;;;
28/04/2018;18,0;sim;23,5;sim;29,0;sim;0,0;sim;8;37;67,0;não;;não;3,4;;;;;1,0;;0,0;;;
27/04/2018;16,0;sim;22,5;sim;29,0;sim;0,0;sim;7;36;62,0;não;;não;3,63;;;;;;76,0;0,0;0,0;;
26/04/2018;18,0;sim;23,0;sim;28,0;sim;0,0;sim;6;35;66,0;não;17,0;não;3,09;;;;;1,0;78,0;0,0;0,0;;
25/04/2018;17,0;sim;22,5;sim;28,0;sim;0,0;sim;5;34;68,0;não;;não;3,2;;;;;;77,0;0,0;0,0;;
24/04/2018;17,0;sim;22,5;sim;28,0;sim;0,0;sim;4;33;68,0;não;;não;3,21;;8,0;;;;73,0;0,0;0,0;;
23/04/2018;17,0;sim;22,5;sim;28,0;sim;0,0;sim;3;32;67,0;não;;não;3,21;;;;;1,0;71,0;0,0;1,0;;
22/04/2018;17,0;sim;22,0;sim;27,0;sim;0,0;sim;2;31;;não;;não;2,9;;;;;;;;;;
21/04/2018;16,0;sim;21,0;sim;26,0;sim;0,0;sim;1;30;62,0;não;;não;2,71;;;;;1,0;;0,0;;;
20/04/2018;14,0;sim;20,5;sim;27,0;sim;1,03;sim;0;29;65,0;não;15,0;não;3,23;;;;;0,0;68,0;0,0;1,0;;
19/04/2018;14,0;sim;20,5;sim;27,0;sim;0,0;sim;17;28;67,0;não;;não;3,24;;;;;;73,0;0,0;1,0;;
18/04/2018;16,0;sim;21,0;sim;26,0;sim;0,0;sim;16;27;66,0;não;;não;2,72;;;;;;;0,0;;;
17/04/2018;16,0;sim;21,0;sim;26,0;sim;0,05;sim;15;26;74,0;não;;não;2,73;;;;;;75,0;0,0;1,0;;
16/04/2018;17,0;sim;20,5;sim;24,0;sim;0,38;sim;14;25;85,0;não;;não;2,09;;;;;;77,0;0,0;;;
15/04/2018;19,0;sim;22,5;sim;26,0;sim;0,13;sim;13;24;;não;;não;2,45;;;;;;;;;;
14/04/2018;20,0;sim;24,0;sim;28,0;sim;0,03;sim;12;23;73,0;não;;não;2,95;;;;;;76,0;0,0;1,0;;
13/04/2018;18,0;sim;23,5;sim;29,0;sim;0,8;sim;11;22;68,0;não;;não;3,5;;;;;1,0;;0,0;;;
12/04/2018;17,0;sim;22,0;sim;27,0;sim;0,0;sim;10;21;74,0;não;;não;2,96;;;;;1,0;81,0;0,0;1,0;;
11/04/2018;18,0;sim;23,5;sim;29,0;sim;0,0;sim;9;20;66,0;não;;não;3,52;;;;;;76,0;0,0;1,0;;
10/04/2018;18,0;sim;23,5;sim;29,0;sim;0,0;sim;8;19;70,0;não;;não;3,52;;9,0;;;;76,0;0,0;0,0;;
09/04/2018;19,0;sim;24,0;sim;29,0;sim;0,0;sim;7;18;70,0;não;;não;3,42;;;;;;81,0;0,0;0,0;;
08/04/2018;19,0;sim;24,0;sim;29,0;sim;0,0;sim;6;17;;não;;não;3,42;;;;;;;;;;
07/04/2018;18,0;sim;23,0;sim;28,0;sim;0,0;sim;5;16;73,0;não;;não;3,21;;;;;1,0;56,0;0,0;1,0;;
06/04/2018;19,0;sim;24,5;sim;30,0;sim;0,0;sim;4;15;76,0;não;;não;3,79;;;;;1,0;73,0;0,0;0,0;;
05/04/2018;19,0;sim;24,0;sim;29,0;sim;0,0;sim;3;14;71,0;não;;não;3,45;;;;;1,0;83,0;0,0;0,0;;
04/04/2018;19,0;sim;23,5;sim;28,0;sim;0,0;sim;2;13;89,0;não;;não;3,12;;;;;1,0;92,0;;1,0;;
03/04/2018;19,0;sim;23,5;sim;28,0;sim;0,0;sim;1;12;91,0;não;;não;3,12;;3,0;;;1,0;96,0;;1,0;;
02/04/2018;20,0;sim;24,0;sim;28,0;sim;2,0;sim;0;11;92,0;não;;não;3,02;;;;;1,0;;0,0;;;
01/04/2018;20,0;sim;22,5;sim;25,0;sim;3,73;sim;0;10;;não;;não;2,15;;;;;;;;;;
31/03/2018;20,0;sim;23,5;sim;27,0;sim;0,83;sim;5;9;71,0;não;;não;2,72;;;;;1,0;;0,0;;;
30/03/2018;19,0;sim;24,5;sim;30,0;sim;0,03;sim;4;8;71,0;não;;não;3,85;;;;;;76,0;;0,0;;
29/03/2018;19,0;sim;24,0;sim;29,0;sim;0,98;sim;3;7;71,0;não;;não;3,5;;;;;1,0;;0,0;;;
28/03/2018;20,0;sim;25,0;sim;30,0;sim;0,0;sim;2;6;72,0;não;;não;3,74;;;;;1,0;;0,0;;;
27/03/2018;20,0;sim;24,5;sim;29,0;sim;0,48;sim;1;5;77,0;não;;não;3,39;;;;;;85,0;;;;
26/03/2018;20,0;sim;24,5;sim;29,0;sim;5,23;sim;0;4;75,0;não;;não;3,4;;;;;1,0;93,0;0,0;;;
25/03/2018;20,0;sim;24,5;sim;29,0;sim;0,0;sim;2;3;;não;;não;3,41;;;;;;;;;;
24/03/2018;21,0;sim;26,5;sim;32,0;sim;0,0;sim;1;2;75,0;não;;não;4,71;;;;;;74,0;;1,0;;
23/03/2018;21,0;sim;25,5;sim;30,0;sim;1,1;sim;0;1;78,0;não;;não;3,66;;;;;1,0;88,0;0,0;1,0;;
22/03/2018;21,0;sim;26,0;sim;31,0;sim;19,23;sim;0;0;84,0;não;;não;4,03;;;;;1,0;82,0;;;;
21/03/2018;22,0;sim;26,0;sim;30,0;sim;36,88;sim;0;0;84,0;não;;não;3,55;;7,0;;06:00:00;1,0;98,0;35,0;1,0;;
20/03/2018;22,0;sim;26,0;sim;30,0;sim;7,43;sim;0;4;74,0;não;;não;3,56;;4,0;;;1,0;95,0;0,0;1,0;;
19/03/2018;21,0;sim;25,0;sim;29,0;sim;1,23;sim;0;3;67,0;não;;não;3,34;;;;;1,0;84,0;0,0;1,0;;
18/03/2018;21,0;sim;26,0;sim;31,0;sim;0,0;sim;1;2;;não;;não;4,07;;;;;;;;;;
17/03/2018;22,0;sim;26,0;sim;30,0;sim;4,5;sim;0;1;77,0;não;;não;3,58;;4,0;;;1,0;82,0;;1,0;;
16/03/2018;23,0;sim;27,0;sim;31,0;sim;35,55;sim;0;0;85,0;não;;não;3,83;;;;;1,0;99,0;0,0;;;
15/03/2018;22,0;sim;26,0;sim;30,0;sim;2,23;sim;0;8;;não;;não;3,6;;;;;;;;;;
14/03/2018;21,0;sim;26,0;sim;31,0;sim;0,0;sim;1;7;;não;;não;4,1;;;;;;;;;;
13/03/2018;22,0;sim;26,0;sim;30,0;sim;3,73;sim;0;6;;não;;não;3,61;;;;;;;;;;
12/03/2018;21,0;sim;25,5;sim;30,0;sim;0,0;sim;2;5;;não;;não;3,74;;;;;;;;;;
11/03/2018;21,0;sim;25,0;sim;29,0;sim;0,0;sim;1;4;;não;;não;3,39;;;;;;;;;;
10/03/2018;21,0;sim;25,5;sim;30,0;sim;4,93;sim;0;3;;não;;não;3,75;;;;;;;;;;
09/03/2018;20,0;sim;25,0;sim;30,0;sim;0,0;sim;1;2;;não;;não;3,89;;;;;;;;;;
08/03/2018;19,0;sim;25,0;sim;31,0;sim;2,15;sim;0;1;;não;;não;4,6;;;;;;;;;;
07/03/2018;20,0;sim;25,5;sim;31,0;sim;11,25;sim;0;0;;não;;não;4,29;;;;;;;;;;
06/03/2018;22,0;sim;26,5;sim;31,0;sim;0,0;sim;5;5;;não;;não;4,04;;;;;;;;;;
05/03/2018;20,0;sim;25,0;sim;30,0;sim;0,0;sim;4;4;;não;;não;3,92;;;;;;;;;;
04/03/2018;21,0;sim;24,5;sim;28,0;sim;0,13;sim;3;3;;não;;não;3,09;;;;;;;;;;
03/03/2018;23,0;sim;26,5;sim;30,0;sim;0,28;sim;2;2;;não;;não;3,56;;;;;;;;;;
02/03/2018;22,0;sim;26,5;sim;31,0;sim;0,05;sim;1;1;;não;;não;4,07;;;;;;;;;;
01/03/2018;17,0;sim;24,0;sim;31,0;sim;12,4;sim;0;0;;não;;não;4,81;;;;;;;;;;
28/02/2018;17,0;sim;23,5;sim;30,0;sim;0,48;sim;1;1;77,0;não;;não;4,35;;;;;1,0;83,0;;0,0;;
27/02/2018;18,0;sim;21,0;sim;24,0;sim;13,03;sim;0;0;95,0;não;;não;2,2;;0,0;;;1,0;97,0;;1,0;;
26/02/2018;19,0;sim;21,5;sim;24,0;sim;11,2;sim;0;0;85,0;não;;não;2,12;;;;;1,0;98,0;0,0;1,0;;
25/02/2018;18,0;sim;23,5;sim;29,0;sim;0,05;sim;5;9;;não;;não;3,85;;;;;;;;;;
24/02/2018;18,0;sim;23,5;sim;29,0;sim;0,0;sim;4;8;;não;;não;3,86;;;;;;67,0;;;;
23/02/2018;19,0;sim;24,0;sim;29,0;sim;0,0;sim;3;7;77,0;não;;não;3,74;;;;;;67,0;6,0;;;
22/02/2018;18,0;sim;23,5;sim;29,0;sim;0,0;sim;2;6;75,0;não;;não;3,87;;;;;1,0;83,0;0,0;0,0;;
21/02/2018;19,0;sim;23,5;sim;28,0;sim;0,0;sim;1;5;90,0;não;;não;3,39;;;;;1,0;84,0;13,0;0,0;;
20/02/2018;19,0;sim;22,5;sim;26,0;sim;5,48;sim;0;4;95,0;não;;não;2,73;;;;;1,0;97,0;6,0;0,0;;
19/02/2018;18,0;sim;22,0;sim;26,0;sim;0,9;sim;1;3;79,0;não;;não;2,84;;;;;;93,0;0,0;0,0;;
18/02/2018;19,0;sim;22,5;sim;26,0;sim;3,23;sim;0;2;;não;;não;2,74;;;;;;;;;;
17/02/2018;17,0;sim;23,0;sim;29,0;sim;2,05;sim;0;1;73,0;não;;não;4,03;;;;;;79,0;4,0;0,0;;
16/02/2018;18,0;sim;23,5;sim;29,0;sim;11,0;sim;0;0;68,0;não;;não;3,91;;;;;;89,0;0,0;1,0;;
15/02/2018;21,0;não;23,5;sim;26,0;sim;6,1;sim;0;1;99,0;não;;não;2,55;;;;;1,0;78,0;;;;
14/02/2018;18,0;sim;20,0;sim;22,0;sim;31,25;sim;0;0;93,0;não;;não;1,73;;0,0;;;;91,0;;;;
13/02/2018;20,0;sim;24,0;sim;28,0;sim;0,0;sim;2;20;83,0;não;20,0;não;3,32;;;;;;;0,0;;;
12/02/2018;20,0;sim;24,5;sim;29,0;sim;0,38;sim;1;19;92,0;não;;não;3,68;;;;;;87,0;0,0;1,0;;
11/02/2018;21,0;sim;26,0;sim;31,0;sim;1,18;sim;0;18;;não;;não;4,34;;;;;;;;;;
10/02/2018;20,0;sim;24,0;sim;28,0;sim;5,08;sim;0;17;;não;;não;3,33;;;;;;88,0;;1,0;;
09/02/2018;19,0;sim;25,5;sim;32,0;sim;0,75;sim;5;16;64,0;não;19,0;não;4,91;;;;;;70,0;0,0;0,0;;
08/02/2018;16,0;sim;23,5;sim;31,0;sim;0,0;sim;4;15;54,0;não;;não;4,91;;;;;1,0;;0,0;;;
07/02/2018;16,0;sim;22,5;sim;29,0;sim;0,0;sim;3;14;69,0;não;;não;4,23;;;;;0,0;68,0;0,0;1,0;;
06/02/2018;23,0;não;25,0;sim;27,0;sim;0,63;sim;2;13;82,0;não;;não;2,69;;;;;1,0;75,0;;0,0;;
05/02/2018;17,0;sim;22,0;sim;27,0;sim;0,0;sim;1;12;68,0;não;;não;3,36;;;;;1,0;86,0;0,0;;;
04/02/2018;17,0;sim;22,5;sim;28,0;sim;1,13;sim;0;11;;não;;não;3,73;;;;;;;;;;
03/02/2018;18,0;sim;24,0;sim;30,0;sim;0,15;sim;4;10;69,0;não;18,0;não;4,4;;;;;;;0,0;;;
02/02/2018;18,0;sim;23,0;sim;28,0;sim;0,0;sim;3;9;69,0;não;;não;3,62;;;;;1,0;;0,0;;;
01/02/2018;17,0;sim;23,0;sim;29,0;sim;0,0;sim;2;8;67,0;não;;não;4,14;;;;;1,0;;0,0;;;
31/01/2018;17,0;sim;22,0;sim;27,0;sim;0,0;sim;1;7;71,0;não;;não;3,38;;;;;;;0,0;;;
30/01/2018;20,0;sim;22,5;sim;25,0;sim;2,55;sim;0;6;97,0;não;;não;2,41;;;;;;;;;;
29/01/2018;20,0;sim;24,0;sim;28,0;sim;3,7;sim;0;5;98,0;não;;não;3,39;;;;;1,0;;0,0;;;
28/01/2018;20,0;sim;24,5;sim;29,0;sim;7,88;sim;0;4;;não;;não;3,77;;;;;;;;;;
27/01/2018;19,0;sim;24,0;sim;29,0;sim;0,45;sim;1;3;72,0;não;;não;3,9;;;;;1,0;80,0;;1,0;;
26/01/2018;20,0;sim;25,0;sim;30,0;sim;2,6;sim;0;2;71,0;não;;não;4,17;;;;;1,0;88,0;0,0;1,0;;
25/01/2018;20,0;sim;25,5;sim;31,0;sim;9,95;sim;0;1;68,0;não;;não;4,59;;;;;1,0;80,0;;;;
24/01/2018;19,0;sim;24,5;sim;30,0;sim;12,28;sim;0;0;69,0;não;20,0;não;4,32;;;;;1,0;81,0;;1,0;;
23/01/2018;21,0;sim;26,5;sim;32,0;sim;2,88;sim;0;7;61,0;não;;não;4,71;;;;;1,0;71,0;0,0;;;
22/01/2018;21,0;sim;26,0;sim;31,0;sim;1,95;sim;0;6;58,0;não;;não;4,47;;;;;;76,0;0,0;1,0;;
21/01/2018;21,0;sim;25,5;sim;30,0;sim;2,78;sim;0;5;;não;;não;4,06;;;;;;;;;;
20/01/2018;20,0;sim;25,5;sim;31,0;sim;2,35;sim;0;4;75,0;não;20,0;não;4,62;;;;;1,0;79,0;;0,0;;
19/01/2018;19,0;sim;24,5;sim;30,0;sim;9,15;sim;0;3;70,0;não;;não;4,34;;5,0;;;1,0;79,0;;0,0;;
18/01/2018;20,0;sim;25,5;sim;31,0;sim;3,4;sim;0;2;68,0;não;20,0;não;4,63;;;;;1,0;;;;;
17/01/2018;20,0;sim;25,0;sim;30,0;sim;1,95;sim;0;1;77,0;não;;não;4,21;;;;;1,0;77,0;0,0;1,0;;
16/01/2018;19,0;sim;23,5;sim;28,0;sim;19,88;sim;0;0;84,0;não;;não;3,57;;;;;1,0;87,0;;0,0;;
15/01/2018;18,0;sim;23,0;sim;28,0;sim;2,1;sim;0;1;92,0;não;;não;3,7;;;;;1,0;82,0;0,0;;;
14/01/2018;18,0;sim;23,5;sim;29,0;sim;10,78;sim;0;0;;não;;não;4,09;;;;;;;;;;
13/01/2018;17,0;sim;22,5;sim;28,0;sim;27,93;sim;0;0;84,0;não;;não;3,83;;;;;1,0;98,0;;1,0;;
12/01/2018;17,0;sim;21,5;sim;26,0;sim;19,83;sim;0;0;92,0;não;;não;3,1;;1,0;;;1,0;99,0;32,0;1,0;;
11/01/2018;17,0;sim;23,0;sim;29,0;sim;21,9;sim;0;0;75,0;não;;não;4,24;;;;;;94,0;;1,0;;
10/01/2018;19,0;sim;24,5;sim;30,0;sim;1,53;sim;0;2;75,0;não;19,0;não;4,38;;;;;;88,0;0,0;1,0;;
09/01/2018;21,0;não;23,5;sim;26,0;sim;3,58;sim;0;1;91,0;não;;não;2,67;;;;;1,0;90,0;;;;
08/01/2018;18,0;sim;20,0;sim;22,0;sim;17,65;sim;0;0;;não;;não;1,81;;;;;1,0;96,0;0,0;1,0;;
07/01/2018;17,0;sim;20,0;sim;23,0;sim;6,6;sim;0;4;;não;;não;2,17;;;;;;;;;;
